selected_text;sentiment
Cleaning the old apartment today. Yay...;neutral
listenin do da beach girl5 on itunes;neutral
good times;positive
I don`t think  will want to come back;negative
ve a gre;positive
boo;neutral
why?!!?;neutral
good day;positive
_cheryl Lucky, now I want to teleport;neutral
I will surely vote for .;neutral
Life can get soo Dull sometimes what do you do when u have no 1 around  x;negative
death;negative
nice;positive
I didn`t wanna wake up.  lol.;positive
wish;positive
Nice place;positive
that is yo name girllll!;neutral
disappeared;negative
In London! Off to do the tourist thing!;neutral
tired.;negative
Broke my carafe  went to Starbucks for my caffiene fix and the lights go out...just for a sec but are you kidding me..got to laugh. Ha!;neutral
having a reli gd holiday .. buh now have to revise  x;neutral
i **** love this showwwww;positive
Fuckingtastic!;negative
very bad idea!;negative
Not making good time,;negative
ust saw a male Baltimore oriole at our suet feeder and something enjoyed a lot of thistle from our new thistle feeder early this a.m.;neutral
I have the best friends;positive
holiday time | got my grizzly bears cd, bit it wont read  | adventures tomorrow | swine flu is scaring me | i still have a cold;neutral
.sorry;negative
great;negative
cool;positive
I wish;positive
wishing;positive
'butteflies in your stomach';positive
Excellent;positive
unsettled stomach;positive
soo long.;negative
(poor;negative
boohoohoo;negative
perfect;positive
really thinks wee callum should of got through last night;neutral
Once again another late night.  But I scored a mojito, so ...;neutral
dont wanna go workk!!!;negative
! never mind;positive
Mc  John  sim posit  3 yr passed  no  softees   stranded without warren tea out  tech spec;neutral
you look smashing darling  is trent reznor really getting married i just want to rip out mariqueen`s fake **** -_-;neutral
its bout smoking weed;neutral
It`s official nobody is getting a raise this year;negative
thankful;positive
Josette....where are you??   I looked across the pond, but you are nowhere to be found.;neutral
Special chocr makin rounds @ Gourds show;neutral
WE`LL MISS U MR. LENO;negative
l good;positive
Hello. New follower lang po. Tweet to meet you.;neutral
.I Love him! Thanks Bob;positive
mm it was cold in your shadow anyway. Ooh monday;neutral
I hate packing;negative
lovely evening.;positive
hate di;negative
best get ready for work  grrr;positive
Aaaaw no!;negative
Happy Mothers Day all!;positive
Raining in Belfast too - and I promised myself I would clean my windows today.  Back to bed, then!;neutral
missing Tim!;negative
happy mother`s day to your moms;positive
'No more sorrow'! by: Linkin Park....;neutral
sleep time  big/little lunch tomorrow at olive garden;neutral
broken;negative
Tail between legs!;negative
****;negative
Just Returned from Huntsville. Saw Sam Houston`s grave, went to a prison museum and ate chocolate dipped strawberries;neutral
bad;negative
well it is #stalkersaturday after all;neutral
Thanks, I love it;positive
Excited!;positive
there`s just no air;neutral
wish;positive
Omg, someone just left me a voicemail at work    ffs let me have a day off;neutral
sick.;negative
Deucie picked up by his sitter for the weekend.;neutral
e best;positive
I got me a little too much sun today;negative
e love;positive
awww too bad;negative
broke my gorilla pod  and I think one Lego Knight lost his helmet;neutral
Getting ready to meet Laura!  Than training, even if I`m sick.;neutral
- Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know.;neutral
Happy Mother`s Day, Kadi!!;positive
Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :];neutral
loves;positive
love;positive
isn`t that the podcasting gear you got in for bit-tech?;neutral
your too good;positive
You are doing the right thing though.  A fridge is where vegetables go to die;neutral
Proudly wa;positive
why you not go on the twitters no more?   oh bais;neutral
hate;negative
My apologies for the very impersonal #FF. Swamped today  All great people and great follows though. You can`t go wrong with those folks!;neutral
Follow me please, so I can DM you...;neutral
meagan rochelle 'the one u need' i would say 'cater 2 u' by he didnt produce that.;neutral
_44 Thanks!! It was a bit out of my comfort zone but it was fun;neutral
is at Klaudine`s. Again...;neutral
happy mothers day;positive
I think it`s time to take a shower & get ready for the dayy.  I hope we go shopping while we`re in Mason today. I want new clothes!!;neutral
Yay!;positive
Just kidding! Don`t go around quoting me;neutral
miss the Piano.;negative
Just found out my baby cousin is gonna be a dad!!!! At least he`s married already. Everybody is getting married and having kids before me;neutral
posting this from blogspot;neutral
;
my fav;positive
Cheers.;positive
My pleasure. I can`t be with my mom on Mother`s Day. But I can spread love.;positive
dammit, no!;negative
that`s a good attitude;positive
whenever you are mama!  Let`s do it;positive
gonna miss them...;negative
mary hates me again;negative
re idiot;negative
h hopeful;positive
sry;negative
Happy Mother`s Day!;positive
cool, not a big user of DM though;neutral
t`s freakin` hot and humid today.;negative
I`m here if u need to vent!;positive
love;positive
thanks;positive
love top gear..;positive
waiting for landlord to come see about our shower;neutral
d this one had been a fave for a longgggg time;positive
I wish I had a book.;positive
hahaha yeah i see that. but he can`t twitter me back;neutral
Dï¿½a sin sol... grrrrrrr.... ï¿½why? ï¿½WHYYY????????;neutral
like;positive
Great;positive
agree with you;positive
Geez.;negative
is back here in plurk.  http://plurk.com/p/rq5ru;neutral
enjoy;positive
borin;negative
I love rove;positive
Good night you twitter people;positive
I hate;negative
BOYSTOWN.  I`ll leave for Eastwood in 3hours.;neutral
Happy;positive
good!;positive
wishes;positive
I just filled out the forms to stop contributing to the retirement account i had set up with my employer  I have to pay off my credit card;neutral
what I thought ur going somewhere that`s why I didn`t invitw u;neutral
tnx for the repLy on myspace...;neutral
you`re not really in a position to make that judgement;negative
sounds good  maybe some player quotes, photos etc I`m living in WA atm so would love bits and pieces from the Ady and Sun;neutral
awesome;positive
Grandmother in car accident;negative
luvvv it- but one aquestion-why isn`t there any full moon crazy tour date for toronto!;neutral
I hate bad grades. 1st time I`ve ever failed a class and no As- B, B, D, W, I, I! Not like me at all;negative
Chillen with Csla.. Waiting to start.. Watchin pacquiao rerun..;neutral
got to clean the bathroom today.;neutral
New top!;neutral
thanks for listening;positive
Left 'Up' due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.;neutral
dang;negative
e worried;negative
you`ll be fine.;positive
THANKYOU!  <3 iloveyoutwoooo;positive
congrats,;positive
Road trip to Cincy to the limb store!!!!;neutral
_Cupcake I think only 23.  I get confused easy tho. LOL I hope so if so two stopped following me 2. I know one did already.;neutral
Dont get your hopes up;negative
is sad yo;negative
ok gotta get my sub before everyone wakes up;neutral
don`t worry be happy Ryan;positive
best;positive
fun;positive
Ughhhh...mad as ppl make me some times...I don`t like 2 have 2 do yucky thngs  I am NOT cut out 2 deal w HR stuf...ppl`s tears kill me!;negative
;
Listening to `Fountain of youth` by Supastition  http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days;neutral
i wana scratch my hair but im not allowed;negative
s nto as good;negative
who we all know is made of awesome;positive
need to check your TOS, Loic. Are you allowed to sleep? I don`t remember any mention of sleep there...;neutral
so embarrased;negative
that`s very sweet of him.;positive
happy mother`s day mummy  i love you.;positive
Great;positive
even more bad news has come up;negative
not being nice;negative
wtf.;negative
geez,;negative
wish;positive
Lunch is boringgg;negative
last day at Adobe  buuuut I just registered for online tech writing course!;neutral
I wanna see the Jonas Brothers in concert..;neutral
Good memories;positive
You`re truly my idol  Best wishes to you;positive
SUCK **** NE;negative
forget;negative
I can`t load it up;negative
err you can turn on optimized js+css & caching once we deploy the thing, but I hear what you`re saying;neutral
snob;positive
Haha yes I do  it`s hard work, too! I didn`t get home until 3:00 AM, not like I sleep haha.;neutral
Last day in Dijon;neutral
Happy Mother`s Day!!;positive
dont ignore me;neutral
pounding.;negative
_herdman middle-click is addictive, what can i say;neutral
just a concert i can`t go to due to trials;neutral
LOL NOPE, saw a show on TV that claimed so, figured i`d try and get my own non-media stats;neutral
I`m pretty sure;positive
happy;positive
what a good weekend;positive
I don`t wanna go to work;negative
These girls make me giggle  twinz twinz!;positive
Perfect. Thank you.;positive
thats a bad start to the day!;negative
insulted.;negative
Charlene my love. I miss you;negative
is ready for summer!!!;neutral
It does have a nice ring to it (:;positive
_ haha tell me about. I`ve had this feeling everyday of this week;neutral
google away;neutral
Hahah. Love them!;positive
i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers;neutral
Massive morning.. I`m stuffed now;neutral
is debating giving twitter a proper go. now to try and understand it;neutral
don`t want to be going;negative
.i am there to have fun.;positive
im missing tennessee ALOT today;negative
trouble;negative
Yup. Most of my hacks are all for fun  Here`s a quick video I made of it. I`ll follow up when it`s done.;neutral
hard weekend.;negative
I`m okay. Ima go to the park and play some ball. Not in the best of moods. Got stress to relieve.;neutral
going to work soon and so excited!;positive
i suppose this will be in the blog post, but could u email me who was there too;neutral
